area,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,waterlogging,historical_flood,elevation,drainage_efficiency,urban_density,slope,previous_risk,risk_score_24h,risk_label_24h
Madipakkam,82,20,103,195,205,83,49,12,20,49,3,45,100.0,SEVERE
Madipakkam,43,93,132,59,240,56,34,33,83,67,10,43,100.0,SEVERE
Madipakkam,35,42,85,61,182,19,21,78,20,56,18,34,87.18,SEVERE
Madipakkam,43,95,120,207,199,77,43,50,63,88,18,42,97.77,SEVERE
Madipakkam,44,99,133,50,190,51,23,24,67,45,22,77,92.61,SEVERE
Madipakkam,14,93,157,217,65,50,4,32,43,76,31,74,71.15,HIGH
Madipakkam,31,45,86,153,207,89,70,27,33,62,28,89,100.0,SEVERE
Madipakkam,10,27,127,150,188,12,43,18,45,77,11,62,95.13,SEVERE
Madipakkam,46,58,53,147,258,64,74,65,22,87,10,63,100.0,SEVERE
Madipakkam,43,103,124,72,107,91,91,71,48,59,28,11,73.62,HIGH
Madipakkam,60,63,176,177,70,54,85,10,75,54,18,80,73.49,HIGH
Madipakkam,11,93,169,99,247,48,5,44,93,55,33,62,98.9,SEVERE
Madipakkam,42,28,161,113,173,73,8,59,47,72,17,72,100.0,SEVERE
Madipakkam,42,31,70,161,223,68,31,66,50,50,26,51,100.0,SEVERE
Madipakkam,67,42,52,137,70,64,43,21,64,62,14,27,58.72,HIGH
Madipakkam,59,43,155,70,117,12,84,8,60,51,9,58,72.68,HIGH
Madipakkam,22,48,171,59,95,44,32,8,60,76,7,65,78.54,SEVERE
Madipakkam,30,42,63,197,160,68,20,9,22,66,12,71,100.0,SEVERE
Madipakkam,44,58,132,157,190,14,33,77,45,50,8,12,84.91,SEVERE
Madipakkam,57,59,48,200,208,79,93,73,72,72,25,45,100.0,SEVERE
Madipakkam,47,24,157,204,143,52,84,39,71,70,10,73,97.29,SEVERE
Adyar,65,90,173,170,64,82,41,5,63,50,15,47,70.12,HIGH
Adyar,50,116,102,151,222,28,90,18,94,78,19,26,100.0,SEVERE
Adyar,88,103,105,116,137,42,1,7,76,55,15,65,49.13,MODERATE
Adyar,70,35,103,67,166,18,94,54,38,76,13,51,96.48,SEVERE
Adyar,18,35,119,135,118,15,42,74,73,43,32,43,61.11,HIGH
Adyar,34,98,82,78,78,88,81,8,89,89,13,62,67.92,HIGH
Adyar,38,55,56,190,194,83,52,18,40,61,33,28,100.0,SEVERE
Adyar,38,42,121,197,108,73,56,63,77,42,2,83,86.54,SEVERE
Adyar,70,70,35,51,193,86,34,45,90,89,19,62,96.9,SEVERE
Adyar,43,89,82,206,78,29,34,20,64,82,31,50,80.35,SEVERE
Adyar,10,90,38,143,259,76,50,28,82,91,14,18,100.0,SEVERE
Adyar,84,109,68,92,259,37,45,27,49,73,11,43,100.0,SEVERE
Adyar,72,109,106,84,188,55,55,49,73,42,5,17,89.23,SEVERE
Adyar,68,86,136,55,102,77,46,43,76,44,28,64,84.12,SEVERE
Adyar,15,40,70,199,82,34,13,26,20,56,25,71,56.67,HIGH
Adyar,59,110,151,88,177,76,30,47,50,58,8,12,100.0,SEVERE
Adyar,62,44,37,157,99,56,97,5,63,99,13,75,69.25,HIGH
Adyar,34,88,124,131,98,73,21,15,25,66,5,36,94.15,SEVERE
Adyar,72,65,115,74,82,93,61,6,62,40,4,39,97.17,SEVERE
Adyar,73,37,62,140,233,71,66,12,85,99,21,36,100.0,SEVERE
Adyar,84,31,109,170,129,81,6,12,79,47,15,32,71.79,HIGH
Adyar,38,118,88,151,257,61,75,76,66,89,18,75,100.0,SEVERE
Adyar,54,53,92,99,158,39,62,32,56,48,14,38,94.86,SEVERE
Adyar,11,50,140,78,92,41,35,41,22,83,9,66,81.6,SEVERE
Adyar,47,23,136,101,136,23,36,34,36,98,11,24,65.15,HIGH
Adyar,46,92,46,136,64,13,9,17,46,96,31,18,47.5,MODERATE
Adyar,54,99,105,95,165,71,68,17,90,57,29,34,78.48,SEVERE
Adyar,57,41,35,71,93,88,17,17,82,92,8,62,61.38,HIGH
Adyar,34,95,162,173,240,19,65,79,60,96,13,81,100.0,SEVERE
Adyar,66,72,80,141,252,11,20,42,45,77,13,62,97.43,SEVERE
Adyar,65,67,138,158,125,46,96,77,22,82,18,10,86.41,SEVERE
Adyar,35,89,152,120,221,81,44,17,69,40,31,41,100.0,SEVERE
Adyar,47,117,150,200,78,51,95,65,54,44,11,55,66.94,HIGH
Adyar,17,59,74,213,93,28,29,12,68,71,20,82,66.89,HIGH
Adyar,40,100,111,78,197,73,24,46,62,50,2,67,100.0,SEVERE
Adyar,40,71,177,88,190,21,6,76,29,79,18,74,96.01,SEVERE
Adyar,81,102,139,77,93,52,65,55,79,46,7,21,65.29,HIGH
Adyar,19,106,78,162,210,13,86,77,91,48,14,28,100.0,SEVERE
Adyar,71,97,96,209,244,78,81,53,27,57,27,36,100.0,SEVERE
Adyar,49,106,76,111,128,41,43,27,81,59,16,78,77.0,SEVERE
Adyar,10,63,129,210,86,56,28,38,53,58,2,15,53.11,MODERATE
Adyar,36,29,42,71,135,23,23,27,41,40,5,86,91.23,SEVERE
Adyar,32,58,166,199,214,19,49,41,67,90,12,54,100.0,SEVERE
Adyar,35,93,98,165,198,40,95,8,87,40,14,76,94.95,SEVERE
Adyar,80,33,132,138,101,88,76,5,26,43,15,43,80.57,SEVERE
Adyar,11,67,148,202,118,13,15,30,53,61,4,37,54.68,MODERATE
Adyar,16,99,95,104,241,73,13,15,20,73,13,40,100.0,SEVERE
Adyar,10,30,149,212,227,87,46,66,86,93,6,21,100.0,SEVERE
Adyar,86,51,155,200,253,26,24,21,75,81,15,17,98.32,SEVERE
Adyar,47,46,120,162,178,84,31,50,84,52,11,13,90.04,SEVERE
Adyar,69,28,135,148,257,39,34,23,60,53,5,85,100.0,SEVERE
Adyar,59,50,61,130,217,10,35,74,49,45,16,64,95.64,SEVERE
Adyar,14,100,148,160,239,75,23,36,58,69,23,66,100.0,SEVERE
Adyar,13,71,96,84,258,31,5,31,76,40,18,43,100.0,SEVERE
Adyar,11,76,61,169,115,57,3,57,58,40,10,14,70.55,HIGH
Adyar,44,100,72,172,183,66,82,58,75,84,16,67,100.0,SEVERE
Adyar,58,27,98,60,80,40,46,44,87,85,15,36,55.72,HIGH
Adyar,80,98,133,92,184,79,7,18,58,61,25,42,100.0,SEVERE
Adyar,38,20,70,90,212,38,20,28,62,87,34,13,95.33,SEVERE
Adyar,74,23,125,208,67,77,11,78,75,94,31,35,46.41,MODERATE
Adyar,23,50,49,200,109,44,45,33,78,94,20,76,68.55,HIGH
Adyar,19,26,38,91,227,35,79,36,27,68,9,33,100.0,SEVERE
Adyar,56,42,139,168,107,82,84,50,42,61,16,25,86.79,SEVERE
Adyar,22,94,53,129,145,13,83,78,67,80,9,77,91.97,SEVERE
Adyar,66,115,122,83,126,25,33,71,34,93,11,49,75.33,SEVERE
Adyar,24,50,43,178,169,81,86,31,81,43,16,63,100.0,SEVERE
Adyar,31,78,160,217,223,30,20,47,50,76,32,53,96.11,SEVERE
Adyar,45,80,54,136,145,20,21,57,33,47,3,12,58.47,HIGH
Adyar,59,77,112,219,109,70,7,68,47,60,6,50,58.37,HIGH
Adyar,24,61,165,187,212,54,87,21,80,74,13,27,100.0,SEVERE
Adyar,67,43,91,82,153,41,18,71,76,63,3,77,84.38,SEVERE
Adyar,58,20,103,82,190,89,53,50,70,95,3,34,99.57,SEVERE
Adyar,45,97,103,215,213,11,98,76,23,63,34,77,100.0,SEVERE
Adyar,12,76,131,111,121,80,44,24,48,69,10,54,80.32,SEVERE
Adyar,28,67,113,165,211,51,31,54,29,80,31,66,100.0,SEVERE
Adyar,52,74,158,82,215,67,52,10,77,53,31,73,100.0,SEVERE
Adyar,12,69,43,217,188,29,80,6,61,46,3,29,82.92,SEVERE
Adyar,81,97,142,146,134,31,94,44,62,40,17,64,90.38,SEVERE
Adyar,74,22,166,188,143,74,6,28,28,78,30,58,90.06,SEVERE
Adyar,84,39,111,166,231,89,59,48,51,74,24,61,100.0,SEVERE
Adyar,25,25,96,117,181,86,70,65,63,95,33,22,100.0,SEVERE
Adyar,87,78,37,85,85,27,9,63,57,80,34,61,52.81,MODERATE
Adyar,70,70,144,53,92,21,68,43,43,58,22,87,78.31,SEVERE
Adyar,63,28,172,53,128,71,96,17,69,51,3,43,89.58,SEVERE
Adyar,87,81,98,132,152,19,60,63,51,65,32,58,82.31,SEVERE
Adyar,75,82,125,98,97,52,75,27,59,99,9,28,70.11,HIGH
Adyar,52,111,172,121,70,35,54,33,20,99,12,59,76.79,SEVERE
Adyar,65,23,136,194,243,17,22,8,88,56,19,48,98.67,SEVERE
Adyar,35,99,77,83,81,41,56,63,83,71,15,23,53.39,MODERATE
Adyar,71,82,170,215,201,66,13,6,60,82,26,30,93.04,SEVERE
Adyar,17,58,171,83,123,49,68,24,79,54,14,55,80.12,SEVERE
Adyar,63,103,74,117,239,15,49,41,53,66,26,25,100.0,SEVERE
Adyar,24,117,72,58,139,77,84,53,80,55,31,60,90.59,SEVERE
Adyar,31,26,75,218,108,64,97,23,72,67,11,86,80.68,SEVERE
Adyar,74,110,148,197,124,39,23,57,80,79,21,71,85.7,SEVERE
Adyar,66,25,167,79,217,62,84,63,58,85,13,56,100.0,SEVERE
Adyar,38,21,112,182,67,56,41,63,36,49,5,42,57.38,HIGH
Adyar,47,37,136,60,129,65,25,49,53,97,11,82,61.17,HIGH
Adyar,68,68,79,202,125,46,72,77,87,79,5,18,75.82,SEVERE
Adyar,20,89,171,61,225,39,39,58,38,49,33,37,100.0,SEVERE
Adyar,27,97,45,138,140,91,52,74,38,68,28,22,90.65,SEVERE
Adyar,64,44,153,193,118,59,6,34,31,73,20,52,71.68,HIGH
Adyar,25,41,66,207,78,12,16,62,63,95,8,41,58.46,HIGH
Adyar,83,100,55,193,149,38,94,43,37,88,25,25,94.38,SEVERE
Adyar,32,63,156,79,204,80,93,29,39,96,17,55,100.0,SEVERE
Adyar,59,62,91,118,191,79,55,55,50,86,14,43,100.0,SEVERE
Adyar,69,28,67,182,234,45,40,43,77,68,7,44,100.0,SEVERE
Adyar,21,80,53,215,188,21,95,48,65,43,8,74,100.0,SEVERE
Adyar,88,62,90,186,73,48,85,22,42,68,4,15,67.19,HIGH
Adyar,27,93,96,179,126,84,37,64,82,65,24,19,61.66,HIGH
Adyar,86,113,148,211,255,75,59,20,81,51,8,80,100.0,SEVERE
Adyar,50,78,41,114,105,35,18,55,55,97,2,72,85.32,SEVERE
Adyar,65,64,121,204,166,59,98,42,32,80,24,28,100.0,SEVERE
Adyar,35,105,124,153,184,24,96,27,78,99,9,60,100.0,SEVERE
Adyar,45,27,132,214,76,85,84,46,87,58,25,65,68.46,HIGH
Adyar,80,98,120,216,171,64,18,29,87,69,18,75,86.76,SEVERE
Adyar,10,43,109,173,125,47,22,66,59,48,22,36,71.71,HIGH
Adyar,79,89,54,179,204,48,16,40,65,47,13,66,82.56,SEVERE
Adyar,27,97,96,87,250,62,53,27,86,41,5,24,100.0,SEVERE
Adyar,73,39,133,185,235,34,7,61,53,96,8,55,100.0,SEVERE
Adyar,10,95,122,66,159,46,67,42,54,89,19,75,91.22,SEVERE
Adyar,86,89,116,140,100,80,69,70,72,68,11,88,74.43,HIGH
Adyar,66,42,46,181,184,19,49,40,20,76,15,80,93.53,SEVERE
Adyar,10,96,148,119,116,22,33,55,74,50,2,54,71.23,HIGH
Adyar,70,75,120,159,150,67,19,67,84,66,17,49,82.18,SEVERE
Adyar,37,81,135,100,83,53,63,62,20,41,14,55,81.32,SEVERE
Adyar,43,47,138,55,237,24,44,78,69,99,2,67,100.0,SEVERE
Adyar,36,97,53,202,156,54,57,7,43,82,33,88,99.55,SEVERE
Adyar,48,66,92,111,233,43,2,59,69,62,22,85,100.0,SEVERE
Adyar,56,22,109,189,228,75,98,43,28,69,12,76,100.0,SEVERE
Adyar,41,35,41,103,108,32,99,56,61,50,29,61,85.26,SEVERE
Adyar,54,103,139,132,193,89,32,72,65,51,33,64,90.6,SEVERE
Adyar,83,102,41,158,82,35,56,23,58,65,21,74,76.12,SEVERE
Adyar,27,23,99,101,96,45,86,48,74,48,4,36,70.58,HIGH
Adyar,18,67,92,176,101,51,84,39,78,77,21,30,85.0,SEVERE
Adyar,67,93,44,73,73,12,83,18,20,96,11,75,70.39,HIGH
Adyar,84,116,55,74,133,57,78,18,34,58,10,85,84.67,SEVERE
Adyar,14,30,151,92,76,60,14,9,50,73,19,56,59.81,HIGH
Adyar,37,49,116,88,186,89,66,34,52,75,25,34,100.0,SEVERE
Adyar,62,30,125,62,188,73,1,59,29,55,25,38,87.79,SEVERE
Adyar,88,30,60,81,177,46,74,26,34,78,22,65,100.0,SEVERE
Adyar,84,81,170,123,68,74,46,8,30,58,8,64,67.15,HIGH
Adyar,16,27,172,108,81,70,86,14,90,83,10,72,75.33,SEVERE
Adyar,20,44,147,186,62,28,60,72,70,82,14,14,53.32,MODERATE
Adyar,45,70,69,126,108,45,13,50,38,83,19,81,69.35,HIGH
Adyar,29,83,50,166,223,67,13,41,60,63,17,70,100.0,SEVERE
Adyar,36,40,93,142,202,32,21,7,27,43,8,65,92.75,SEVERE
Adyar,53,65,165,75,186,79,50,24,66,99,9,55,95.59,SEVERE
Adyar,71,69,63,107,84,76,94,12,37,91,30,71,95.71,SEVERE
Adyar,39,109,163,89,74,54,75,68,30,62,27,14,59.81,HIGH
Adyar,11,44,142,197,76,49,20,56,78,97,13,33,56.22,HIGH
Adyar,45,22,172,67,245,23,53,28,71,64,14,48,91.43,SEVERE
Adyar,27,26,142,165,181,12,79,65,90,95,10,66,100.0,SEVERE
Adyar,36,85,173,160,244,89,11,77,81,65,21,59,100.0,SEVERE
Adyar,18,20,70,139,229,65,13,58,55,62,27,33,100.0,SEVERE
Adyar,40,75,125,206,118,86,81,31,30,55,23,73,100.0,SEVERE
Adyar,18,70,161,116,239,20,97,63,66,77,32,40,100.0,SEVERE
Adyar,18,85,73,207,254,50,53,39,51,96,11,86,100.0,SEVERE
Adyar,58,101,106,128,111,27,3,33,94,96,24,39,57.69,HIGH
Adyar,10,112,161,214,78,90,61,46,33,69,13,89,90.83,SEVERE
Adyar,85,38,166,213,121,68,79,45,72,47,19,51,78.65,SEVERE
Adyar,75,80,93,118,64,56,25,71,78,94,34,42,45.56,MODERATE
Adyar,44,47,137,126,248,28,44,44,88,74,4,37,100.0,SEVERE
Adyar,37,35,139,73,133,70,89,21,44,47,16,89,96.11,SEVERE
Adyar,41,109,114,153,216,70,59,47,59,50,15,77,100.0,SEVERE
Adyar,55,54,51,179,60,56,16,73,33,88,20,13,54.97,MODERATE
Adyar,27,116,150,176,127,20,42,65,63,78,27,37,68.88,HIGH
Adyar,59,76,118,194,213,66,78,26,73,98,9,55,100.0,SEVERE
Adyar,87,60,66,73,229,68,57,37,50,96,24,87,100.0,SEVERE
Adyar,54,44,129,171,164,11,96,66,46,69,6,84,94.83,SEVERE
Adyar,44,46,127,219,231,55,13,69,39,94,15,51,100.0,SEVERE
Adyar,23,75,93,194,155,91,29,29,22,84,4,32,100.0,SEVERE
Adyar,54,100,146,200,193,48,13,32,72,55,24,20,100.0,SEVERE
Adyar,28,107,89,121,140,36,91,60,31,52,4,30,84.58,SEVERE
Adyar,48,28,41,120,112,59,11,22,61,56,14,27,61.26,HIGH
Adyar,36,109,164,123,117,45,60,33,76,97,15,19,66.01,HIGH
Adyar,43,52,124,212,144,36,86,11,83,71,2,28,84.36,SEVERE
Adyar,25,85,178,166,200,26,63,58,28,58,31,89,100.0,SEVERE
Adyar,50,79,109,197,149,60,66,46,85,54,33,64,82.84,SEVERE
Adyar,83,101,77,58,199,67,52,16,88,65,25,78,98.22,SEVERE
Adyar,81,86,164,154,241,83,21,17,32,87,9,46,100.0,SEVERE
Adyar,14,56,48,115,207,54,67,13,76,65,11,62,100.0,SEVERE
Adyar,86,56,40,125,253,66,63,72,26,73,12,64,100.0,SEVERE
Adyar,22,115,106,103,90,40,0,21,33,45,33,73,50.56,MODERATE
Adyar,33,48,115,80,107,92,35,63,37,95,24,78,89.95,SEVERE
Adyar,39,67,43,78,214,37,10,26,46,83,4,12,96.46,SEVERE
Adyar,43,88,109,70,204,14,23,13,58,81,23,21,92.32,SEVERE
Adyar,37,43,142,177,223,27,1,7,83,94,8,80,92.29,SEVERE
Adyar,35,46,145,82,96,71,30,23,80,95,20,76,80.86,SEVERE
Adyar,76,20,40,200,88,71,42,64,69,44,13,66,71.62,HIGH
Adyar,81,115,164,148,127,53,79,36,82,82,8,83,91.67,SEVERE
Adyar,25,42,156,52,156,62,23,69,59,43,12,41,79.48,SEVERE
Adyar,38,70,112,87,173,40,1,35,63,47,27,62,70.11,HIGH
Adyar,34,84,57,153,71,11,25,18,56,49,10,17,30.28,LOW
Adyar,27,32,158,163,237,25,35,13,51,49,2,50,100.0,SEVERE
Adyar,70,101,175,71,110,62,82,63,74,58,14,16,70.55,HIGH
Adyar,85,29,87,200,251,42,46,44,81,86,19,39,100.0,SEVERE
Adyar,76,27,146,131,89,18,33,23,27,57,29,67,58.02,HIGH
Adyar,46,94,70,60,122,94,55,9,93,89,19,69,95.75,SEVERE
Adyar,83,63,40,178,206,72,64,15,28,87,30,16,100.0,SEVERE
Sholinganallur,38,84,167,189,90,49,93,22,84,69,19,30,72.59,HIGH
Sholinganallur,55,66,47,182,125,30,78,19,71,68,28,14,79.54,SEVERE
Sholinganallur,79,55,36,132,70,32,71,47,73,92,17,53,62.89,HIGH
Sholinganallur,67,26,87,73,231,57,64,56,36,42,15,24,100.0,SEVERE
Sholinganallur,72,51,56,212,69,27,34,9,87,61,27,20,46.84,MODERATE
Sholinganallur,28,60,160,102,210,17,25,50,55,70,24,16,100.0,SEVERE
Sholinganallur,71,48,85,213,217,89,91,37,29,53,11,76,100.0,SEVERE
Sholinganallur,78,36,131,143,256,51,52,68,94,83,25,80,100.0,SEVERE
Sholinganallur,33,84,69,135,148,93,55,76,80,90,7,72,91.17,SEVERE
Sholinganallur,48,45,177,198,174,10,18,22,92,64,3,56,71.36,HIGH
Sholinganallur,45,37,162,67,246,28,13,31,20,40,8,65,100.0,SEVERE
Sholinganallur,61,55,97,106,238,53,50,69,69,48,8,37,100.0,SEVERE
Sholinganallur,49,24,93,191,241,91,92,50,89,97,22,43,100.0,SEVERE
Sholinganallur,23,30,117,56,83,30,52,40,58,70,34,27,68.21,HIGH
Sholinganallur,31,38,41,105,110,26,27,57,82,70,4,68,56.96,HIGH
Sholinganallur,55,62,80,214,78,14,58,36,80,42,15,21,37.19,MODERATE
Sholinganallur,68,35,157,138,156,88,32,20,78,46,30,76,99.04,SEVERE
Sholinganallur,59,108,54,102,154,63,67,74,56,50,8,74,92.87,SEVERE
Sholinganallur,55,101,66,79,206,46,81,14,40,97,29,15,100.0,SEVERE
Sholinganallur,19,109,53,101,87,60,5,26,44,78,18,25,66.01,HIGH
Sholinganallur,38,73,82,106,216,31,32,15,72,82,24,23,100.0,SEVERE
Sholinganallur,71,53,95,127,212,69,81,37,81,92,19,64,100.0,SEVERE
Sholinganallur,32,91,99,75,134,93,95,63,94,74,26,23,94.35,SEVERE
Sholinganallur,85,81,170,120,140,67,56,32,43,70,4,25,86.07,SEVERE
Sholinganallur,25,27,43,189,96,57,9,76,37,84,23,71,69.71,HIGH
Sholinganallur,71,101,90,210,257,71,92,12,60,79,32,19,100.0,SEVERE
Sholinganallur,38,89,77,191,246,23,25,10,73,93,21,20,100.0,SEVERE
Sholinganallur,49,92,56,194,110,53,66,45,55,60,16,29,76.17,SEVERE
Sholinganallur,80,104,82,104,71,33,58,25,75,43,15,32,51.54,MODERATE
Sholinganallur,43,98,159,93,145,68,46,45,45,90,22,86,70.87,HIGH
Sholinganallur,36,28,125,177,130,11,82,21,63,43,4,81,78.11,SEVERE
Sholinganallur,18,69,133,122,234,65,61,26,71,92,3,68,100.0,SEVERE
Sholinganallur,71,55,62,188,122,74,31,34,71,60,28,13,80.37,SEVERE
Sholinganallur,30,25,90,54,211,22,97,69,72,87,27,77,96.65,SEVERE
Sholinganallur,47,82,90,71,246,69,70,26,77,71,4,86,100.0,SEVERE
Sholinganallur,47,43,36,175,238,18,68,7,78,41,34,23,92.73,SEVERE
Sholinganallur,77,56,177,52,154,93,27,45,53,63,27,51,89.29,SEVERE
Sholinganallur,89,67,150,154,220,85,22,27,42,69,18,10,100.0,SEVERE
Sholinganallur,76,47,79,219,244,59,16,14,92,55,24,38,100.0,SEVERE
Sholinganallur,57,63,95,89,171,58,9,35,68,43,34,78,84.08,SEVERE
Sholinganallur,51,109,38,184,227,16,23,59,88,86,19,58,94.73,SEVERE
Sholinganallur,26,25,150,173,70,18,26,23,58,69,13,23,54.13,MODERATE
Sholinganallur,61,100,167,193,190,14,33,37,73,90,23,39,93.67,SEVERE
Sholinganallur,73,78,128,109,139,33,25,53,48,48,3,78,75.86,SEVERE
Sholinganallur,82,31,170,169,188,46,70,20,42,97,11,67,96.48,SEVERE
Sholinganallur,33,104,154,142,82,47,43,19,50,49,24,44,52.31,MODERATE
Sholinganallur,67,93,58,125,209,60,22,67,34,99,25,35,100.0,SEVERE
Sholinganallur,51,100,155,61,196,38,90,21,22,79,20,54,100.0,SEVERE
Sholinganallur,87,96,177,106,234,42,93,69,32,98,22,72,100.0,SEVERE
Sholinganallur,88,31,152,85,217,45,23,22,43,94,27,63,100.0,SEVERE
Sholinganallur,82,47,171,114,128,50,74,58,77,45,7,77,81.37,SEVERE
Sholinganallur,82,46,176,218,187,26,78,12,45,78,4,41,95.12,SEVERE
Sholinganallur,39,20,130,63,116,54,21,22,82,86,4,78,69.88,HIGH
Sholinganallur,82,53,82,74,237,34,59,22,87,87,18,37,100.0,SEVERE
Sholinganallur,85,87,38,189,98,35,43,20,90,98,7,35,67.11,HIGH
Sholinganallur,57,87,39,137,102,29,77,15,22,69,26,50,74.55,HIGH
Sholinganallur,40,90,64,205,116,92,37,59,57,44,5,42,62.5,HIGH
Sholinganallur,21,79,64,80,133,59,39,31,45,60,15,76,93.79,SEVERE
Sholinganallur,69,72,172,145,103,57,77,20,35,75,31,36,78.58,SEVERE
Sholinganallur,63,34,92,218,237,75,2,36,23,58,30,41,100.0,SEVERE
Sholinganallur,70,85,152,169,186,85,32,39,62,80,17,45,100.0,SEVERE
Sholinganallur,19,67,94,182,155,10,50,21,48,57,7,85,84.97,SEVERE
Sholinganallur,76,56,170,118,249,48,1,70,84,97,6,77,93.06,SEVERE
Sholinganallur,87,39,88,95,120,60,41,54,70,52,3,69,65.2,HIGH
Sholinganallur,58,46,62,102,164,81,98,59,87,71,15,75,89.12,SEVERE
Sholinganallur,89,58,126,182,216,27,96,42,23,47,26,44,100.0,SEVERE
Sholinganallur,57,27,85,128,216,65,8,51,87,43,34,17,83.77,SEVERE
Sholinganallur,68,104,158,197,223,36,46,58,32,74,19,88,100.0,SEVERE
Sholinganallur,12,74,114,150,108,36,41,8,76,43,24,46,69.46,HIGH
Sholinganallur,48,90,52,80,159,82,82,33,41,97,20,19,96.55,SEVERE
Sholinganallur,18,100,162,111,98,70,6,48,44,65,29,89,69.29,HIGH
Sholinganallur,76,61,63,203,258,34,15,16,64,58,22,70,100.0,SEVERE
Sholinganallur,12,31,140,155,255,58,41,55,77,80,14,86,100.0,SEVERE
Sholinganallur,32,49,65,148,205,46,92,40,55,44,31,21,100.0,SEVERE
Sholinganallur,51,26,99,150,62,74,66,5,66,53,26,40,65.57,HIGH
Sholinganallur,45,54,162,160,157,29,56,6,86,40,25,37,85.47,SEVERE
Sholinganallur,12,114,146,57,66,55,95,48,20,81,16,61,76.25,SEVERE
Sholinganallur,11,83,127,104,76,75,15,19,53,82,34,60,62.47,HIGH
Sholinganallur,77,37,43,163,255,72,34,41,28,60,24,23,100.0,SEVERE
Sholinganallur,49,96,163,119,225,69,92,60,61,80,12,63,100.0,SEVERE
Sholinganallur,18,71,138,83,217,81,53,77,84,67,31,84,100.0,SEVERE
Sholinganallur,10,68,171,173,113,64,21,22,88,42,33,46,72.1,HIGH
Sholinganallur,13,52,69,183,139,65,7,57,73,57,31,47,83.76,SEVERE
Sholinganallur,84,44,125,65,68,20,94,20,85,74,4,45,56.99,HIGH
Sholinganallur,58,106,163,139,238,88,8,52,77,40,21,83,100.0,SEVERE
Sholinganallur,84,83,126,140,141,48,52,41,81,86,13,51,86.47,SEVERE
Sholinganallur,39,25,158,71,125,31,20,32,73,93,8,29,81.88,SEVERE
Sholinganallur,73,42,93,142,136,62,79,44,54,97,34,89,100.0,SEVERE
Sholinganallur,81,100,143,112,205,59,83,31,75,87,29,23,100.0,SEVERE
Sholinganallur,84,23,67,153,168,68,40,5,66,70,18,40,85.39,SEVERE
Sholinganallur,24,23,61,58,201,62,46,49,80,89,16,57,100.0,SEVERE
Sholinganallur,70,51,163,117,211,93,80,13,35,87,6,10,100.0,SEVERE
Sholinganallur,20,35,84,151,168,77,98,7,71,49,13,37,100.0,SEVERE
Sholinganallur,81,58,153,211,162,18,70,36,45,67,11,32,86.46,SEVERE
Sholinganallur,46,91,67,155,239,79,2,35,20,76,12,81,100.0,SEVERE
Sholinganallur,37,112,63,95,130,93,73,66,61,87,22,63,100.0,SEVERE
Sholinganallur,56,64,129,176,257,69,95,59,91,85,31,25,100.0,SEVERE
Sholinganallur,73,59,101,177,168,70,7,67,50,87,11,57,93.94,SEVERE
Sholinganallur,47,83,156,200,136,64,17,72,85,99,18,38,67.31,HIGH
Sholinganallur,26,73,128,127,134,30,41,23,42,51,14,60,76.19,SEVERE
Sholinganallur,74,63,119,138,161,47,75,69,87,66,13,16,84.69,SEVERE
Sholinganallur,55,95,49,71,99,75,43,20,23,69,15,24,79.02,SEVERE
Sholinganallur,72,44,106,93,141,19,94,59,87,57,30,51,93.82,SEVERE
Sholinganallur,74,97,139,88,189,89,4,29,26,46,34,29,95.2,SEVERE
Sholinganallur,88,66,149,92,188,85,67,43,35,54,21,46,100.0,SEVERE
Sholinganallur,44,37,115,101,118,19,50,19,67,96,32,63,69.4,HIGH
Sholinganallur,64,45,107,195,193,40,16,15,48,88,20,14,88.5,SEVERE
Sholinganallur,41,101,89,154,244,54,61,31,86,44,11,89,100.0,SEVERE
Sholinganallur,43,45,111,90,139,87,8,62,25,67,24,86,86.38,SEVERE
Sholinganallur,70,109,116,60,160,43,45,9,43,99,3,83,100.0,SEVERE
Sholinganallur,84,41,177,97,129,48,60,29,79,41,23,62,62.85,HIGH
Sholinganallur,69,110,66,131,172,39,97,43,64,51,15,60,99.61,SEVERE
Sholinganallur,20,35,84,104,223,83,47,42,42,71,25,67,100.0,SEVERE
Sholinganallur,37,26,134,186,170,88,31,8,67,47,4,66,86.87,SEVERE
Sholinganallur,69,58,123,141,176,69,38,42,64,48,8,17,87.37,SEVERE
Sholinganallur,85,112,145,144,100,40,76,73,92,63,18,50,76.52,SEVERE
Sholinganallur,13,93,67,169,135,77,11,29,35,66,20,23,69.07,HIGH
Sholinganallur,13,28,173,160,243,69,71,16,58,61,29,13,100.0,SEVERE
Sholinganallur,87,119,121,123,114,94,18,14,58,63,18,82,82.44,SEVERE
Sholinganallur,26,52,35,165,231,85,16,62,30,77,25,22,100.0,SEVERE
Sholinganallur,66,81,52,135,219,30,60,26,39,63,13,49,100.0,SEVERE
Sholinganallur,59,58,130,69,87,83,46,50,75,48,34,43,66.27,HIGH
Sholinganallur,42,80,62,153,256,64,7,57,22,46,11,34,100.0,SEVERE
Sholinganallur,73,65,63,123,198,72,28,17,91,77,34,34,97.13,SEVERE
Sholinganallur,36,91,138,62,177,39,61,34,60,82,11,25,100.0,SEVERE
Sholinganallur,45,119,61,189,257,35,14,54,85,44,23,79,100.0,SEVERE
